Nozare,Objekta nosaukums,ISIL kods,Adrese,LAT,LON,LKS-92 X,LKS-92 Y
Makslinieciskie kolektivi,"Ceres pagasta amatierteatra studija ""Saime""",LV-KOLEKTIVS-012470,"Skolas iela 1, Cere, Ceres pag., Kandavas nov., LV-3122",57.10814,22.86756,329993,431408
Bibliotekas,Ceres pagasta biblioteka,LV-BIB-000785,"Silavas, Cere, Ceres pag., Kandavas nov., LV-3122",57.10646,22.86825,329806,431447
Makslinieciskie kolektivi,Ceres pagasta pirmsskolas bernu vokalais ansamblis,LV-KOLEKTIVS-012472,"Skolas iela 1, Cere, Ceres pag., Kandavas nov., LV-3122",57.10814,22.86756,329993,431408
Makslinieciskie kolektivi,Ceres pagasta sieviesu vokalais ansamblis,LV-KOLEKTIVS-012471,"Skolas iela 1, Cere, Ceres pag., Kandavas nov., LV-3122",57.10814,22.86756,329993,431408
Bibliotekas,Ceres pamatskolas biblioteka,LV-BIB-013211,"Skolas iela 1, Cere, Ceres pag., Kandavas nov., LV-3122",57.10814,22.86756,329993,431408
Kulturvesturiskas vietas,"Cerinu iela 12, Jurmala",LV-VIE-000305,"Cerinu iela 10, Jurmala, LV-2015",56.96919,23.76715,313981,485843
Kulturvesturiskas vietas,"Cerinu iela 16, Jurmala",LV-VIE-000306,"Cerinu iela 16, Jurmala, LV-2015",56.96818,23.7674,313868,485858
Kulturvesturiskas vietas,Certenes pilskalns [dublejas],LV-VIE-000351,"Pilskalna iela 13, Smiltene, Smiltenes nov., LV-4729",57.41471,25.90013,365146,614133
Kulturvesturiskas vietas,Certenes pilskalns ar priekspili un dambi,LV-VIE-000764,"Pilskalna iela 13, Smiltene, Smiltenes nov., LV-4729",57.41471,25.90013,365146,614133
Bibliotekas,Cesu 1. pamatskolas biblioteka,LV-BIB-012545,"Gaujas iela 17, Cesis, Cesu nov., LV-4101",57.30878,25.26185,352463,576016
Bibliotekas,Cesu Centrala biblioteka,LV-BIB-000212,"Raunas iela 1, Cesis, Cesu nov., LV-4101",57.31324,25.28015,352980,577109
Bibliotekas,"Cesu internatpamatskolas- attistibas centra biblioteka ",LV-BIB-012552,"Berzaines iela 34, Cesis, Cesu nov., LV-4101",57.31244,25.24814,352855,575183
Makslas saloni un galerijas,Cesu izstažu nams,LV-GALERIJA-009274,"Pils laukums 3, Cesis, Cesu nov., LV-4101",57.31372,25.27248,353025,576646
Makslas saloni un galerijas,"Cesu izstažu zale ""Vecpilseta""",LV-GALERIJA-012381,"Rigas iela 20, Cesis, Cesu nov., LV-4101",57.3118,25.27185,352811,576612
Makslinieciskie kolektivi,Cesu Jaunatnes teatris,LV-KOLEKTIVS-009853,"Raunas iela 12, Cesis, Cesu nov., LV-4101",57.31337,25.27647,352990,576887
Makslinieciskie kolektivi,"Cesu Kulturas centra bernu popgrupa ""Hey""",LV-KOLEKTIVS-009851,"Raunas iela 12, Cesis, Cesu nov., LV-4101",57.31264,25.27196,352904,576617
Makslinieciskie kolektivi,"Cesu Kulturas centra jauktais koris ""Beverina""",LV-KOLEKTIVS-009856,"Raunas iela 12, Cesis, Cesu nov., LV-4101",57.30736,25.2786,352324,577028
Makslinieciskie kolektivi,"Cesu Kulturas centra jauktais koris ""Vidzeme""",LV-KOLEKTIVS-014706,"Raunas iela 12, Cesis, Cesu nov., LV-4101",57.30602,25.27385,352169,576745
Makslinieciskie kolektivi,"Cesu Kulturas centra jauktais koris ""Wenden""",LV-KOLEKTIVS-009858,"Raunas iela 12, Cesis, Cesu nov., LV-4101",57.31337,25.27647,352990,576887
Makslinieciskie kolektivi,"Cesu Kulturas centra senioru deju kolektivs ""Dzirnas""",LV-KOLEKTIVS-009860,"Raunas iela 12, Cesis, Cesu nov., LV-4101",57.31459,25.28868,353140,577620
Makslinieciskie kolektivi,"Cesu Kulturas centra senioru koris ""abele""",LV-KOLEKTIVS-009861,"Raunas iela 12, Cesis, Cesu nov., LV-4101",57.31337,25.27647,352990,576887
Makslinieciskie kolektivi,"Cesu Kulturas centra tautas deju kolektivs ""Raitais solis""",LV-KOLEKTIVS-009854,"Raunas iela 12, Cesis, Cesu nov., LV-4101",57.31337,25.27647,352990,576887
Makslinieciskie kolektivi,"Cesu Kulturas centra tautas deju kolektivs ""Randins""",LV-KOLEKTIVS-009862,"Raunas iela 12, Cesis, Cesu nov., LV-4101",57.3123,25.27666,352872,576901
Makslinieciskie kolektivi,"Cesu Kulturas centra tautas deju kolektivs ""Saulgrieži""",LV-KOLEKTIVS-009864,"Raunas iela 12, Cesis, Cesu nov., LV-4101",57.31337,25.27647,352990,576887
Makslinieciskie kolektivi,"Cesu Kulturas centra tautas vertes kopa ""Dzieti""",LV-KOLEKTIVS-009863,"Raunas iela 12, Cesis, Cesu nov., LV-4101",57.31136,25.27142,352761,576587
Kulturas centri,Cesu Kulturas centrs,LV-NAMS-001515,"Raunas iela 12, Cesis, Cesu nov., LV-4101",57.31337,25.27647,352990,576887
Kulturvesturiskas vietas,Cesu Livu laukums,LV-VIE-000047,"Rigas iela 47, Cesis, Cesu nov., LV-4101",57.31055,25.2683,352668,576401
Bibliotekas,Cesu novada  Draudziga Aicinajuma Cesu Valsts gimnazijas biblioteka,LV-BIB-012555,"Puces iela 2, Cesis, Cesu nov., LV-4101",57.30602,25.27385,352169,576745
Nevalstiskas organizacijas,Cesu novada biedriba ARTSOUND,LV-NVO-013198,"Liela Skolas iela 6, Cesis, Cesu nov., LV-4101",57.31249,25.27275,352888,576665
Bibliotekas,Cesu novada Cesu 2. pamatskolas biblioteka,LV-BIB-012546,"Gaujas iela 45, Cesis, Cesu nov., LV-4101",57.30914,25.24675,352487,575106
Nevalstiskas organizacijas,"Cesu novada tradicionalas kulturas iniciativu centrs ""KasTe""",LV-NVO-013202,"Lencu iela 25-4, Cesis, Cesu nov., LV-4101",57.32101,25.26137,353824,575962
Bibliotekas,Cesu novada Vaives pagasta Ramulu biblioteka,LV-BIB-000240,"Ramulu Skola, Ramuli, Vaives pag., Cesu nov., LV-4136",57.21298,25.4152,341982,585475
Bibliotekas,Cesu novada Vaives pagasta Ridzenes biblioteka,LV-BIB-000239,"Nakotnes iela 6-14, Ridzene, Vaives pag., Cesu nov., LV-4136",57.26199,25.42577,347450,585999
Kulturvesturiskas vietas,Cesu pils komplekss,LV-VIE-000036,"Pils laukums 9, Cesis, Cesu nov., LV-4101",57.31324,25.27145,352970,576585
Makslinieciskie kolektivi,Cesu Pils koris,LV-KOLEKTIVS-009859,"Raunas iela 12, Cesis, Cesu nov., LV-4101",57.31372,25.27248,353025,576646
Kulturvesturiskas vietas,Cesu pils parks,LV-VIE-000055,"Pils laukums 9, Cesis, Cesu nov., LV-4101",57.31324,25.27145,352970,576585
Arhitekturas gada balva,"Cesu pilsetas biblioteka ",LV-ARHITEKT-000077,"Raunas iela 1, Cesis, Cesu nov., LV-4101",57.31324,25.28015,352980,577109
Kulturizglitibas iestades,Cesu pilsetas Makslas skola,LV-IZGLITIBA-009597,"Palasta iela 11, Cesis, Cesu nov., LV-4101",57.31179,25.26569,352803,576241
Bibliotekas,Cesu pilsetas Pastarina sakumskolas biblioteka,LV-BIB-012550,"Raunas iela 7, Cesis, Cesu nov., LV-4101",57.31313,25.27812,352966,576987
Bibliotekas,Cesu Pilsetas vidusskolas biblioteka,LV-BIB-012549,"Leona Paegles iela 1, Cesis, Cesu nov., LV-4101",57.30736,25.2786,352324,577028
Makslinieciskie kolektivi,"Cesu Sv.Jana draudzes koris ",LV-KOLEKTIVS-009852,"Liela Skolas iela 8, Cesis, Cesu nov., LV-4101",57.31219,25.27191,352854,576615
EU2015.lv,Cesu Sv.Jana luteranu baznica,LV-EU2015-000027,"Liela Skolas iela 8, Cesis, Cesu nov., LV-4101",57.31219,25.27191,352854,576615
Pasakumu norisu vietas,Cesu Sveta Jana baznica,LV-VIETA-012411,"Liela Skolas iela 8, Cesis, Cesu nov., LV-4101",57.31219,25.27191,352854,576615
Makslinieciskie kolektivi,Cesu teatris,LV-KOLEKTIVS-017295,"Raunas iela 12, Cesis, Cesu nov., LV-4101",57.31337,25.27647,352990,576887
Bibliotekas,Cesu Tehnologiju un Dizaina vidusskola,LV-BIB-013497,"Valmieras iela 19, Cesis, Cesu nov., LV-4101",57.31264,25.27317,352906,576690
Kulturvesturiskas vietas,Cesu Uzvaras piemineklis,LV-VIE-000052,"Vienibas laukums 1, Cesis, Cesu nov., LV-4101",57.31413,25.27458,353073,576772
Bibliotekas,Cesu Valsts gimnazijas biblioteka,LV-BIB-012548,"Leona Paegles iela 1, Cesis, Cesu nov., LV-4101",57.30736,25.2786,352324,577028
Kulturvesturiskas vietas,Cesu Vecais Ratsnams,LV-VIE-000050,"Rigas iela 7, Cesis, Cesu nov., LV-4101",57.31216,25.27392,352853,576736
Muzeji,Cesu Vestures un makslas muzejs,LV-MUZ-001352,"Pils laukums 9, Cesis, Cesu nov., LV-4101",57.31324,25.27145,352970,576585
EU2015.lv,"Cesu viduslaiku pils un jauna pils ",LV-EU2015-000026,"Pils laukums 9, Cesis, Cesu nov., LV-4101",57.31324,25.27145,352970,576585
Arhivi,Cesu zonalais valsts arhivs,LV-ARH-011729,"Pils iela 6, Cesis, Cesu nov., LV-4101",57.31312,25.27349,352959,576708
Makslas saloni un galerijas,"Cesvaines amatniecibas un makslas salons ""Divi torni""",LV-GALERIJA-012392,"Parka iela 8, Cesvaine, Cesvaines nov., LV-4871",56.96751,26.31083,316145,640485
Bibliotekas,Cesvaines biblioteka,LV-BIB-000549,"Pils iela 6, Cesvaine, Cesvaines nov., LV-4871",56.96745,26.31432,316146,640697
Makslinieciskie kolektivi,"Cesvaines damu deju grupa ""Kamene""",LV-KOLEKTIVS-012020,"Pils iela 8, Cesvaine, Cesvaines nov., LV-4871",56.96743,26.31537,316146,640761
Makslinieciskie kolektivi,"Cesvaines folkloras kopa ""Kraukleniesi""",LV-KOLEKTIVS-010433,"Pils iela 8, Cesvaine, Cesvaines nov., LV-4871",56.96743,26.31537,316146,640761
Makslinieciskie kolektivi,"Cesvaines kulturas nama bernu deju grupa ""Ritmins""",LV-KOLEKTIVS-012023,"Pils iela 8, Cesvaine, Cesvaines nov., LV-4871",56.96743,26.31537,316146,640761
Kulturas centri,Cesvaines Kulturas nams,LV-NAMS-001767,"Pils iela 8, Cesvaine, Cesvaines nov., LV-4871",56.96743,26.31537,316146,640761
Kulturvesturiskas vietas,Cesvaines luteranu baznica,LV-VIE-001218,"Baznicas iela 4, Cesvaine, Cesvaines nov., LV-4871",56.97147,26.30497,316574,640114
Kulturizglitibas iestades,Cesvaines Muzikas un makslas skola,LV-IZGLITIBA-009598,"Celtnieku iela 1, Cesvaine, Cesvaines nov., LV-4871",56.9695,26.31273,316371,640593
Bibliotekas,Cesvaines novada Krauklu biblioteka,LV-BIB-000550,"Krauklu skola, Cesvaines pag., Cesvaines nov., LV-4871",57.01173,26.31063,321066,640306
Nevalstiskas organizacijas,"Cesvaines pensionaru biedriba ""Martinroze""",LV-NVO-011652,"Augusta Sauliesa iela 12, Cesvaine, Cesvaines nov., LV-4871",56.96977,26.30806,316391,640308
Kulturvesturiskas vietas,Cesvaines pils,LV-VIE-001036,"Pils iela 1, Cesvaine, Cesvaines nov., LV-4871",56.9695,26.31273,316371,640593
Makslinieciskie kolektivi,Cesvaines puteju orķestris,LV-KOLEKTIVS-012288,"Pils iela 8, Cesvaine, Cesvaines nov., LV-4871",56.96743,26.31537,316146,640761
Makslinieciskie kolektivi,"Cesvaines senioru koris ""Virsi""",LV-KOLEKTIVS-012022,"Pils iela 8, Cesvaine, Cesvaines nov., LV-4871",56.96743,26.31537,316146,640761
Makslinieciskie kolektivi,Cesvaines Tautas teatris,LV-KOLEKTIVS-012021,"Pils iela 8, Cesvaine, Cesvaines nov., LV-4871",56.96743,26.31537,316146,640761
Bibliotekas,Cesvaines vidusskolas biblioteka,LV-BIB-012884,"Madonas iela 1, Cesvaine, Cesvaines nov., LV-4871",56.96629,26.31651,316021,640835
Makslinieciskie kolektivi,"Cesvaines vidusskolas jauniesu tautas deju kolektivs ""Spriditis""",LV-KOLEKTIVS-012019,"Pils iela 8, Cesvaine, Cesvaines nov., LV-4871",56.96743,26.31537,316146,640761
Makslinieciskie kolektivi,"Ciblas folkloras kopa ""Ilža""",LV-KOLEKTIVS-010373,"Muižas iela 1, Cibla, Ciblas pag., Ciblas nov., LV-5709",56.54929,27.88213,273966,738603
Nevalstiskas organizacijas,"Ciblas novada biedriba ""Madara""",LV-NVO-013129,"Blonti, Blontu pag., Ciblas nov.",56.61297,27.77467,280680,731612
Bibliotekas,Ciblas novada Ciblas biblioteka,LV-BIB-000523,"Cibla, Ciblas pag., Ciblas nov.",56.5508,27.88331,274138,738666
Bibliotekas,Ciblas novada Felicianovas biblioteka,LV-BIB-000524,"Veca iela 5, Felicianova, Ciblas pag., Ciblas nov., LV-5709",56.53605,27.86684,272441,737747
Bibliotekas,Ciblas novada Lidumnieku biblioteka,LV-BIB-000525,"Kusneri, Lidumnieki, Ciblas nov., LV-5719",56.59141,27.99458,279047,745237
Bibliotekas,Ciblas novada Pusmucovas pagasta biblioteka,LV-BIB-000544,"Skolas iela 4, Pusmucova, Pusmucovas pag., Ciblas nov., LV-5742",56.64387,27.71985,283932,728064
Kulturvesturiskas vietas,Ciblas pilskalns - Kapu kalns,LV-VIE-001021,"Leduskalni, Kozlovski, Ciblas pag., Ciblas nov., LV-5709",56.54105,27.89885,273108,739682
Makslinieciskie kolektivi,"Ciblas sieviesu deju kopa ""EversS""",LV-KOLEKTIVS-016554,"Muižas iela 1, Cibla, Ciblas pag., Ciblas nov., LV-5709",56.54929,27.88213,273966,738603
Kulturas centri,Ciblas tautas nams,LV-NAMS-001746,"Muižas iela 1, Cibla, Ciblas pag., Ciblas nov., LV-5709",56.54929,27.88213,273966,738603
Bibliotekas,Ciblas vidusskolas biblioteka,LV-BIB-012876,"Ciblas vidusskola, Cibla, Ciblas pag., Ciblas nov., LV-5709",56.54453,27.87857,273425,738414
Bibliotekas,Cieceres internatpamatskolas biblioteka,LV-BIB-013159,"Kalnsetas iela 13, Saldus, Saldus nov., LV-3801",56.66584,22.50732,281186,408516
Bibliotekas,Cieceres pagasta Emburgas biblioteka,LV-BIB-000722,"Berzaju iela 6A, Emburga, Cieceres pag., Brocenu nov., LV-3851",56.6759,22.53108,282275,409996
Kulturvesturiskas vietas,"Ciems ""Melnsils""",LV-VIE-000990,"Melnsila Stavlaukums, Melnsils, Rojas nov., LV-3264",57.65114,22.58101,390757,415314
Kulturvesturiskas vietas,"Ciems ""Pitrags""",LV-VIE-000799,"Pitraga Atvari, Pitrags, Kolkas pag., Dundagas nov., LV-3275",57.69805,22.38779,396236,403908
Kulturvesturiskas vietas,"Ciems ""Sikrags""",LV-VIE-000793,"Sikraga Vilni, Sikrags, Kolkas pag., Dundagas nov., LV-3275",57.66339,22.22787,392616,394277
Kulturvesturiskas vietas,"Ciems ""Vaide""",LV-VIE-000801,"Purvziedi, Vaide, Kolkas pag., Dundagas nov., LV-3275",57.72685,22.45993,399342,408280
Kulturvesturiskas vietas,"Ciems ""Vidale""",LV-VIE-001005,"Vidales skola, Vidale, Dundagas pag., Dundagas nov., LV-3270",57.60182,22.43821,385455,406666
Makslinieciskie kolektivi,"Ciemupes jauktais vokalais ansamblis ""Invita""",LV-KOLEKTIVS-016178,"Liepu gatve 12, Ciemupe, Ogresgala pag., Ogres nov., LV-5041",56.77872,24.6476,292942,539573
Makslinieciskie kolektivi,Ciemupes tautas nama bernu vokala studija,LV-KOLEKTIVS-016176,"Liepu gatve 12, Ciemupe, Ogresgala pag., Ogres nov., LV-5041",56.77872,24.6476,292942,539573
Makslinieciskie kolektivi,"Ciemupes tautas nama lasitaju klubins ""Dalies prieka""",LV-KOLEKTIVS-014959,"Liepu gatve 12, Ciemupe, Ogresgala pag., Ogres nov., LV-5041",56.77872,24.6476,292942,539573
Makslinieciskie kolektivi,Ciemupes tautas nama radosa darbnica,LV-KOLEKTIVS-016175,"Liepu gatve 12, Ciemupe, Ogresgala pag., Ogres nov., LV-5041",56.77872,24.6476,292942,539573
Kulturas centri,Ciemupes tautas nams,LV-NAMS-001793,"Liepu gatve 12, Ciemupe, Ogresgala pag., Ogres nov., LV-5041",56.77872,24.6476,292942,539573
Kulturvesturiskas vietas,Cimdu un skulpturu darzs Lejniekos,LV-VIE-000387,"Lejnieki, Berzes pag., Dobeles nov., LV-3732",56.61058,23.36964,274218,461308
Kulturvesturiskas vietas,Cimpenu pilskalns,LV-VIE-001135,"Kalna Cimpeni, Kocenu pag., Kocenu nov., LV-4220",57.51171,25.30542,375101,578207
Kino izradisanas vietas,Cinamon Alfa,LV-KINO-011648,"Brivibas gatve 372 (Tirdzniecibas parks ALFA, B ieeja)",56.9826,24.20334,315468,512358
Kulturvesturiskas vietas,Ciravas akmens kravums,LV-VIE-000603,"Murnieki, Ciravas pag., Aizputes nov., LV-3453",56.70399,21.34314,287590,337345
Kulturvesturiskas vietas,Ciravas evangeliski luteriska baznica,LV-VIE-000599,"Zvaigžnu kutinas, Cirava, Ciravas pag., Aizputes nov., LV-3453",56.73738,21.38457,291208,340023
Makslinieciskie kolektivi,Ciravas kulturas nama 1.-4.klasu tautas deju kolektivs,LV-KOLEKTIVS-012205,"Tautas nams, Cirava, Ciravas pag., Aizputes nov., LV-3453",56.73687,21.38512,291150,340054
Makslinieciskie kolektivi,Ciravas kulturas nama 6.-9.klasu tautas deju kolektivs,LV-KOLEKTIVS-014342,"Tautas nams, Cirava, Ciravas pag., Aizputes nov., LV-3453",56.73687,21.38512,291150,340054
Makslinieciskie kolektivi,Ciravas kulturas nama sieviesu senioru vokalais ansamblis,LV-KOLEKTIVS-014343,"Tautas nams, Cirava, Ciravas pag., Aizputes nov., LV-3453",56.73687,21.38512,291150,340054
Makslinieciskie kolektivi,Ciravas kulturas nama skolenu floristikas pulcins,LV-KOLEKTIVS-012208,"Tautas nams, Cirava, Ciravas pag., Aizputes nov., LV-3453",56.73687,21.38512,291150,340054
Kulturas centri,Ciravas kulturas nams,LV-NAMS-001677,"Tautas nams, Cirava, Ciravas pag., Aizputes nov., LV-3453",56.73687,21.38512,291150,340054
Kulturvesturiskas vietas,Ciravas muižas pils,LV-VIE-000597,"Ciravas pils, Cirava, Ciravas pag., Aizputes nov., LV-3453",56.73517,21.38527,290960,340056
Nevalstiskas organizacijas,Ciravas pagasta attistibas biedriba,LV-NVO-013227,"Gaismas, Cirava, Ciravas pag., Aizputes nov., LV-3453",56.73696,21.38723,291155,340184
Nevalstiskas organizacijas,"Ciravas pagasta biedriba ""Piparmetra""",LV-NVO-013028,"Metras, Cirava, Ciravas pag., Aizputes nov., LV-3453",56.73958,21.38007,291463,339757
Nevalstiskas organizacijas,"Ciravas pagasta biedriba ""Strops""",LV-NVO-013033,"Blazmas-16, Cirava, Ciravas pag., Aizputes nov., LV-3453",56.73794,21.38692,291264,340169
Makslinieciskie kolektivi,Ciravas pagasta jauktais koris,LV-KOLEKTIVS-010276,"Tautas nams, Cirava, Ciravas pag., Aizputes nov., LV-3453",56.73687,21.38512,291150,340054
Kulturvesturiskas vietas,Ciravas parks,LV-VIE-000601,"Ciravas pils, Cirava, Ciravas pag., Aizputes nov., LV-3453",56.73517,21.38527,290960,340056
Kulturvesturiskas vietas,Ciravas udensdzirnavas,LV-VIE-000600,"Ciravas pils, Cirava, Ciravas pag., Aizputes nov., LV-3453",56.73517,21.38527,290960,340056
Bibliotekas,Cirmas pagasta biblioteka,LV-BIB-000526,"Tutani, Cirmas pag., Ludzas nov.",56.54097,27.63501,272209,723472
Makslinieciskie kolektivi,"Cirmas pagasta vokalais ansamblis ""Prieks""",LV-KOLEKTIVS-010378,"Tango, Tutani, Cirmas pag., Ludzas nov., LV-5735",56.54179,27.63096,272287,723218
Kulturvesturiskas vietas,Cirstu muiža,LV-VIE-000058,"Cirstu Pils, Inesu pag., Vecpiebalgas nov., LV-4123",56.98333,25.77509,316932,607874
Kulturvesturiskas vietas,"Cirstu skanste ",LV-VIE-000522,"Cirstu Pils, Inesu pag., Vecpiebalgas nov., LV-4123",56.98333,25.77509,316932,607874
Kulturvesturiskas vietas,Cirulu kapseta,LV-VIE-000779,"Cirulu Troksas, Ciruli, Valdgales pag., Talsu nov., LV-3253",57.37574,22.46315,360257,407587
Makslinieki,Clausthome,LV-MAKSLA-000022,Riga,,,,
Makslinieciskie kolektivi,"Codes amatierteatris ""Speletprieks""",LV-KOLEKTIVS-009819,"Liela iela 2, Code, Codes pag., Bauskas nov., LV-3910",56.46618,24.16897,257980,510411
Makslinieciskie kolektivi,"Codes folkloras kopa ""Drengeri""",LV-KOLEKTIVS-009821,"Liela iela 2, Code, Codes pag., Bauskas nov., LV-3910",56.46618,24.16897,257980,510411
Makslinieciskie kolektivi,"Codes jauktais koris ""Memele""",LV-KOLEKTIVS-009822,"Liela iela 2, Code, Codes pag., Bauskas nov., LV-3910",56.46618,24.16897,257980,510411
Makslinieciskie kolektivi,"Codes jauniesu deju kolektivs ""Code""",LV-KOLEKTIVS-009820,"Liela iela 2, Code, Codes pag., Bauskas nov., LV-3910",56.46618,24.16897,257980,510411
Bibliotekas,Codes pagasta Codes biblioteka,LV-BIB-000181,"Virsaisi, Code, Codes pag., Bauskas nov., LV-3910",56.46821,24.16744,258206,510316
Bibliotekas,Codes pagasta Jauncodes biblioteka,LV-BIB-000182,"Draudzibas iela 3-32, Jauncode, Codes pag., Bauskas nov., LV-3901",56.41675,24.19452,252483,512001
Parvaldes institucijas,Codes pagasta kulturas darbs,LV-PARVALDE-000044,"Liela iela 2, Code, Codes pag., Bauskas nov., LV-3910",56.46618,24.16897,257980,510411
Bibliotekas,Codes pamatskolas biblioteka,LV-BIB-012529,"Virsaisi, Code, Codes pag., Bauskas nov., LV-3910",56.46821,24.16744,258206,510316
Makslinieciskie kolektivi,"Codes sieviesu vokalais ansamblis ""Mežrozites""",LV-KOLEKTIVS-011345,"Liela iela 2, Code, Codes pag., Bauskas nov., LV-3910",56.46618,24.16897,257980,510411
Nevalstiskas organizacijas,Cultural Center of Islamic Republic of Iran,LV-NVO-012481,"Aspazijas bulvaris 5, Riga, LV-1050",56.94781,24.11518,311583,507007
Nevalstiskas organizacijas,Culturelab (kulturas laboratorija),LV-NVO-011828,"Leona Paegles iela 2D-26, Cesis, Cesu nov., LV-4101",57.30623,25.27705,352197,576937
Kulturvesturiskas vietas,cernausku akmens,LV-VIE-000875,"cernauskas, Allažu pag., Siguldas nov., LV-2154",57.08941,24.79632,327621,548258
Kulturvesturiskas vietas,"cervonkas (Vecsalienas) muižas pils ",LV-VIE-000195,"Vecsaliena 1, Vecsalienas pag., Daugavpils nov., LV-5465",55.81563,26.78104,189062,674247
Kulturvesturiskas vietas,cervonkas muižas parks,LV-VIE-001035,"cervonkas pils, cervonka, Vecsalienas pag., Daugavpils nov., LV-5465",55.82607,26.7716,190199,673609
Makslinieciskie kolektivi,"cornajas pagasta cornajas tautas nama folkloras kopa ""Ausmena""",LV-KOLEKTIVS-016743,"Miera iela 1, cornaja, cornajas pag., Rezeknes nov., LV-4617",56.38018,27.41498,253630,710841
Makslinieciskie kolektivi,cornajas pagasta cornajas tautas nama gitarspeles pulcins,LV-KOLEKTIVS-016744,"Miera iela 1, cornaja, cornajas pag., Rezeknes nov., LV-4617",56.38018,27.41498,253630,710841
Makslinieciskie kolektivi,cornajas pagasta cornajas tautas nama teatra draugu kopa,LV-KOLEKTIVS-017246,"Miera iela 1, cornaja, cornajas pag., Rezeknes nov., LV-4617",56.38018,27.41498,253630,710841
Kulturas centri,cornajas pagasta cornajas tautas nams,LV-NAMS-012541,"Miera iela 1, cornaja, cornajas pag., Rezeknes nov., LV-4617",56.38018,27.41498,253630,710841
Bibliotekas,cornajas pagasta Ratnieku biblioteka,LV-BIB-000643,"Rezeknes iela 2, Ratnieki, cornajas pag., Rezeknes nov., LV-4617",56.43219,27.4612,259558,713402
