Nozare,Objekta nosaukums,ISIL kods,Adrese,LAT,LON,LKS-92 X,LKS-92 Y
Makslinieki,Brenda Linda Jansone,LV-MAKSLA-000190,Riga,,,,
Makslinieciskie kolektivi,"Brengulu pagasta videjas paaudzes deju kolektivs ""Dzieti""",LV-KOLEKTIVS-016262,"Avotkalni, Brenguli, Brengulu pag., Beverinas nov., LV-4245",57.54704,25.54715,379337,592598
Amatu prasmes,"Briežu darzs ""Jasmini""",LV-PRS-000530,"Jasmini, Veckarķi, Karķu pag., Valkas nov., LV-4716",57.80917,25.63437,408636,597114
Amatu prasmes,"Briežu darzs ""Mežsetas""",LV-PRS-000419,"Mežsetas, Rugaju pag., Rugaju nov., LV-4570",57.00738,26.87682,321887,674696
Amatu prasmes,Briežuciema ausanas darbnica,LV-PRS-000011,"Diķmalas-11, Grusleva, Briežuciema pag., Balvu nov., LV-4595",56.96277,27.5933,318987,718445
Makslinieciskie kolektivi,"Briežuciema bernu un jauniesu folkloras kopa ""Soldani""",LV-KOLEKTIVS-012996,"Hortenzijas, Briežuciems, Briežuciema pag., Balvu nov., LV-4595",56.96386,27.59263,319106,718398
Makslinieciskie kolektivi,"Briežuciema dramatiskais kolektivs ""Sipini""",LV-KOLEKTIVS-009793,"Briežuciems, Grusleva, Briežuciema pag., Balvu nov., LV-4595",56.96237,27.59112,318936,718315
Bibliotekas,Briežuciema pagasta biblioteka,LV-BIB-000157,"Diķmalas-8, Grusleva, Briežuciema pag., Balvu nov., LV-4595",56.96277,27.59331,318987,718446
Nevalstiskas organizacijas,"Briežuciema pagasta biedriba ""Saulessvece""",LV-NVO-013131,"Briežuciems, Briežuciema pag., Balvu nov.",56.96386,27.59261,319106,718397
Makslinieciskie kolektivi,Briežuciema pagasta etnografiskais ansamblis,LV-KOLEKTIVS-009794,"Briežuciems, Grusleva, Briežuciema pag., Balvu nov., LV-4595",56.96237,27.59112,318936,718315
Makslinieciskie kolektivi,Briežuciema rokdarbu pulcins,LV-KOLEKTIVS-013003,"Briežuciems, Grusleva, Briežuciema pag., Balvu nov., LV-4595",56.96237,27.59112,318936,718315
Makslinieciskie kolektivi,Briežuciema tautas nama dziedasanas pulcins,LV-KOLEKTIVS-012998,"Briežuciems, Grusleva, Briežuciema pag., Balvu nov., LV-4595",56.96237,27.59112,318936,718315
Makslinieciskie kolektivi,Briežuciema tautas nama kokapstrades pulcins,LV-KOLEKTIVS-014675,"Briežuciems, Grusleva, Briežuciema pag., Balvu nov., LV-4595",56.96237,27.59112,318936,718315
Makslinieciskie kolektivi,Briežuciema tautas nama linijdeju grupa ''Optimistes'',LV-KOLEKTIVS-012999,"Briežuciems, Grusleva, Briežuciema pag., Balvu nov., LV-4595",56.96237,27.59112,318936,718315
Makslinieciskie kolektivi,Briežuciema tautas nama moderno deju grupas ''Kaprize'' jaunaka grupa,LV-KOLEKTIVS-013000,"Briežuciems, Grusleva, Briežuciema pag., Balvu nov., LV-4595",56.96237,27.59112,318936,718315
Kulturas centri,Briežuciema tautas nams,LV-NAMS-001490,"Briežuciems, Grusleva, Briežuciema pag., Balvu nov., LV-4595",56.96237,27.59112,318936,718315
Makslinieciskie kolektivi,"Briežuciema videjas paaudzes deju kolektivs ""Paris""",LV-KOLEKTIVS-012997,"Briežuciems, Grusleva, Briežuciema pag., Balvu nov., LV-4595",56.96237,27.59112,318936,718315
Bibliotekas,Brigu pagasta biblioteka,LV-BIB-000522,"Brigu pamatskola, Brigi, Brigu pag., Ludzas nov., LV-5707",56.42036,28.06812,260293,750877
Kulturvesturiskas vietas,Brigenes muižas mauzolejs,LV-VIE-000848,"Brigenes dzirnavas, Demenes pag., Daugavpils nov., LV-5442",55.7438,26.54786,180508,659935
Makslinieciskie kolektivi,"Brigu pagasta tautas nama dramas kolektivs ""Brigantina""",LV-KOLEKTIVS-012658,"Tautas nams, Brigi, Brigu pag., Ludzas nov., LV-5707",56.42725,28.0543,261008,749980
Makslinieciskie kolektivi,"Brigu pagasta tautas nama musdienu dejas kolektivs ""Reflex""",LV-KOLEKTIVS-016305,"Tautas nams, Brigi, Brigu pag., Ludzas nov., LV-5707",56.42223,28.05678,260459,750166
Kulturas centri,Brigu pagasta tautas nams,LV-NAMS-001974,"Tautas nams, Brigi, Brigu pag., Ludzas nov., LV-5707",56.42223,28.05678,260459,750166
Makslinieciskie kolektivi,"Brigu tautas nama bernu tautas deju kolektivs ""Tipu-tapu""",LV-KOLEKTIVS-014851,"Tautas nams, Brigi, Brigu pag., Ludzas nov., LV-5707",56.42223,28.05678,260459,750166
Kulturvesturiskas vietas,Brinkenu kaplica,LV-VIE-000117,"Lacplesa iela 4, Sabile, Talsu nov., LV-3294",57.04429,22.56795,323228,413113
Pasakumu norisu vietas,"Brivdabas estrade ""Jeberleja""",LV-VIETA-010952,"Blome, Blomes pag., Smiltenes nov.",57.44522,25.7258,368262,603577
Nevalstiskas organizacijas,"Brivdabas makslas muzejs ""Pedvale""",LV-NVO-012590,"Pedvale, Pedvale, Abavas pag., Talsu nov., LV-3294",57.03377,22.56656,322059,413004
Kulturvesturiskas vietas,"Brivdabas muzejs ""Vitolnieki""",LV-VIE-000818,"Vitolnieki, Pape, Rucavas pag., Rucavas nov., LV-3477",56.14076,21.03831,225698,315989
Kulturvesturiskas vietas,"Brivdabas nodala ""Selu seta"" Jekabpils Vestures muzeja",LV-VIE-000111,"Filozofu iela 6, Jekabpils, LV-5201",56.49703,25.87407,262975,615369
Arhitekturas gada balva,"Brivdienu maja ""Lapinas"" Kaltene",LV-ARHITEKT-000051,"Kaltene, Rojas nov.",57.45832,22.88249,368957,432952
Amatu prasmes,"Brivdienu maja ""Ruķisi""",LV-PRS-000436,"Ruķisi, Rugaju pag., Rugaju nov., LV-4570",56.99025,27.13011,320659,690159
Amatu prasmes,"Brivdienu maja ""Vejavas""",LV-PRS-000501,"Lejasozoli, Salacgrivas pag., Salacgrivas nov., LV-4033",57.68715,24.36439,393938,521726
Arhitekturas gada balva,Brivdienu maja Brieži,LV-ARHITEKT-000061,Talsu nov.,,,,
Arhitekturas gada balva,Brivdienu maja Lieldienu sala,LV-ARHITEKT-000057,Kaltenes ciems,57.45837,22.8823,368963,432941
Arhitekturas gada balva,"Brivdienu majas ""Makonu brivdienas""",LV-ARHITEKT-000019,"Sakas nov., Liepâjas raj.",,,,
Kulturvesturiskas vietas,"Brivibas iela 1, Dundaga",LV-VIE-000994,"Brivibas iela 1, Dundaga, Dundagas pag., Dundagas nov., LV-3270",57.50493,22.35349,374790,401342
EU2015.lv,Brivibas piemineklis,LV-EU2015-000001,"Brivibas iela, Riga",56.95145,24.11327,311988,506890
Kulturvesturiskas vietas,Brivibas piemineklis Rauna,LV-VIE-001225,"Rigas iela 1, Rauna, Raunas pag., Raunas nov., LV-4131",57.33096,25.60977,355374,596915
Teatri,Brivo aktieru sabiedriba,LV-TEA-012322,"Aleksandra caka iela 67/69, Riga, LV-1011",56.95585,24.13515,312480,508220
Bibliotekas,Brivzemnieku pagasta Puikules biblioteka,LV-BIB-000497,"Sabiedriskais centrs, Puikule, Brivzemnieku pag., Alojas nov., LV-4063",57.6895,24.88203,394484,552586
Kulturas centri,Brivzemnieku pagasta Puikules tautas nams,LV-NAMS-001734,"Puikules tautas nams, Puikule, Brivzemnieku pag., Alojas nov., LV-4063",57.69027,24.88437,394571,552724
Makslinieciskie kolektivi,"Brocenu jauniesu koris ""Sonate""",LV-KOLEKTIVS-013096,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Nevalstiskas organizacijas,"Brocenu novada biedriba ""Ciecere""",LV-NVO-013003,"Skolas iela 17, Broceni, Brocenu nov., LV-3851",56.68147,22.56977,282844,412379
Nevalstiskas organizacijas,"Brocenu novada biedriba ""Paritate""",LV-NVO-013229,"Skolas iela 22-27, Broceni, Brocenu nov., LV-3851",56.67566,22.57,282197,412380
Bibliotekas,Brocenu novada Gaiķu pagasta biblioteka,LV-BIB-000727,"Gaiķu pagasta nams, Gaiķi, Gaiķu pag., Brocenu nov., LV-3873",56.76853,22.53103,292584,410214
Bibliotekas,Brocenu novada Gaiķu pagasta Satiķu biblioteka,LV-BIB-000728,"Tautas nams, Satiķi, Gaiķu pag., Brocenu nov., LV-3873",56.80734,22.52652,296909,410031
Nevalstiskas organizacijas,"Brocenu novada klubs ""Kontakts""",LV-NVO-012892,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Makslinieciskie kolektivi,"Brocenu novada kulturas un izglitibas centra bernu deju kolektivs ""Dzirksteleni""",LV-KOLEKTIVS-017291,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Makslinieciskie kolektivi,"Brocenu novada kulturas un izglitibas centra bernu vokalais ansamblis ""Mazputnini""",LV-KOLEKTIVS-016595,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Makslinieciskie kolektivi,"Brocenu novada kulturas un izglitibas centra folkloras kopa ""Virza""",LV-KOLEKTIVS-013084,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Makslinieciskie kolektivi,"Brocenu novada kulturas un izglitibas centra kapela ""Peterpogas""",LV-KOLEKTIVS-017289,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Makslinieciskie kolektivi,"Brocenu novada kulturas un izglitibas centra pirmsskolas vecuma bernu deju kolektivs ""Pumpurini""",LV-KOLEKTIVS-016129,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Makslinieciskie kolektivi,Brocenu novada kulturas un izglitibas centra Tehniski radosais pulcins,LV-KOLEKTIVS-017288,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Makslinieciskie kolektivi,Brocenu novada kulturas un izglitibas centra videjas paaudzes deju kolektivs,LV-KOLEKTIVS-013083,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Makslinieciskie kolektivi,"Brocenu novada kulturas un izglitibas centra viru koris ""Broceni""",LV-KOLEKTIVS-013081,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Makslinieciskie kolektivi,"Brocenu novada kulturas un izglitibas centra vokali instrumentalais ansamblis ""Prieks""",LV-KOLEKTIVS-017290,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Kulturas centri,Brocenu novada kulturas un izglitibas centrs,LV-NAMS-001871,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Bibliotekas,Brocenu novada Remtes pagasta biblioteka,LV-BIB-000724,"Kantora eka, Remte, Remtes pag., Brocenu nov., LV-3871",56.74038,22.69417,289249,420125
Bibliotekas,Brocenu pasvaldibas biblioteka,LV-BIB-000721,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Makslinieciskie kolektivi,"Brocenu senioru deju kolektivs ""Dzirnavinas""",LV-KOLEKTIVS-013082,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Makslinieciskie kolektivi,"Brocenu sieviesu koris ""Laiksne""",LV-KOLEKTIVS-013085,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Makslinieciskie kolektivi,"Brocenu tautas lietisķas makslas pulcins ""Madaras""",LV-KOLEKTIVS-016132,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Makslinieciskie kolektivi,Brocenu teatris,LV-KOLEKTIVS-012559,"Lielcieceres iela 10, Broceni, Brocenu nov., LV-3851",56.67977,22.56766,282658,412246
Bibliotekas,Brocenu vidusskolas biblioteka,LV-BIB-013178,"Ezera iela 6, Broceni, Brocenu nov., LV-3851",56.68261,22.56236,282981,411928
Bibliotekas,Brunavas pagasta Brunavas  biblioteka,LV-BIB-000177,"ergli 1, ergli, Brunavas pag., Bauskas nov., LV-3907",56.33747,24.41929,243721,525922
Bibliotekas,Brunavas pagasta Grenctales biblioteka,LV-BIB-000178,"Grenctales kulturas nams, Grenctale, Brunavas pag., Bauskas nov., LV-3907",56.31107,24.33771,240755,520893
Kulturas centri,Brunavas pagasta Grenctales kulturas nams,LV-NAMS-011082,"Grenctales kulturas nams, Grenctale, Brunavas pag., Bauskas nov., LV-3907",56.31107,24.33771,240755,520893
Makslinieciskie kolektivi,Brunavas pagasta pensionaru padome,LV-KOLEKTIVS-014122,"ergli, Brunavas pag., Bauskas nov.",,,,
Makslinieciskie kolektivi,"Brunavas un Ceraukstes pagastu apvienotais jauktais koris ""Grenctale""",LV-KOLEKTIVS-009818,"Grenctales kulturas nams, Grenctale, Brunavas pag., Bauskas nov., LV-3907",56.31107,24.33771,240755,520893
Kulturvesturiskas vietas,Brunas muižas apbuve,LV-VIE-000847,"Brunene 1, Brunene, Skrudalienas pag., Daugavpils nov., LV-5470",55.78731,26.68246,185667,668194
Makslinieciskie kolektivi,Bukaisu pagasta ausanas pulcins,LV-KOLEKTIVS-017014,"Lidoni, Bukaisi, Bukaisu pag., Tervetes nov., LV-3714",56.39917,23.2501,250761,453714
Makslinieciskie kolektivi,"Bukaisu pagasta senioru deju kopa ""Varpa""",LV-KOLEKTIVS-017013,"Lidoni, Bukaisi, Bukaisu pag., Tervetes nov., LV-3714",56.39917,23.2501,250761,453714
Makslinieciskie kolektivi,Bukaisu pagasta tautas nama CIGUN vingrosanas pulcins,LV-KOLEKTIVS-017016,"Lidoni, Bukaisi, Bukaisu pag., Tervetes nov., LV-3714",56.39917,23.2501,250761,453714
Makslinieciskie kolektivi,Bukaisu pagasta vides pulcins,LV-KOLEKTIVS-017015,"Lidoni, Bukaisi, Bukaisu pag., Tervetes nov., LV-3714",56.39917,23.2501,250761,453714
Kulturas centri,Bukaisu tautas nams,LV-NAMS-001573,"Lidoni, Bukaisi, Bukaisu pag., Tervetes nov., LV-3714",56.39917,23.2501,250761,453714
Makslinieciskie kolektivi,Bukaisu teatra pulcins,LV-KOLEKTIVS-010084,"Lidoni, Bukaisi, Bukaisu pag., Tervetes nov., LV-3714",56.39917,23.2501,250761,453714
Kulturvesturiskas vietas,"Bukmuižas Sv.Ludviga Romas katolu baznica ",LV-VIE-000584,"Bukmuiža, Ezernieki, Ezernieku pag., Dagdas nov., LV-5692",56.18425,27.65988,232618,727113
Kulturvesturiskas vietas,Bulduru Ev.Luteriska baznica,LV-VIE-000261,"Krisjana Barona iela 6, Jurmala, LV-2010",56.98086,23.83873,315267,490198
Kulturvesturiskas vietas,"Bulduru prospekts 41, Jurmala ",LV-VIE-000250,"Bulduru prospekts 41, Jurmala, LV-2010",56.98562,23.85728,315795,491327
Kulturvesturiskas vietas,"Bulduru prospekts 84, Jurmala",LV-VIE-000249,"Bulduru prospekts 84, Jurmala, LV-2010",56.98679,23.86648,315924,491886
Kulturvesturiskas vietas,Bulduru stacija,LV-VIE-000257,"Bulduru prospekts 4/8, Jurmala, LV-2010",56.98178,23.84076,315369,490322
Makslinieciskie kolektivi,Bunkas floristikas pulcins,LV-KOLEKTIVS-016826,"Bunkas kulturas nams, Bunka, Bunkas pag., Priekules nov., LV-3446",56.49908,21.50137,264427,346199
Makslinieciskie kolektivi,"Bunkas folkloras kopa ""Traisteni""",LV-KOLEKTIVS-010274,"Krotes pamatskola, Krote, Bunkas pag., Priekules nov., LV-3444",56.54162,21.54456,269064,349026
Makslinieciskie kolektivi,Bunkas kristigais voklalais ansamblis,LV-KOLEKTIVS-010272,"Bunkas kulturas nams, Bunka, Bunkas pag., Priekules nov., LV-3446",56.49908,21.50137,264427,346199
Kulturas centri,Bunkas kulturas nams,LV-NAMS-001676,"Bunkas kulturas nams, Bunka, Bunkas pag., Priekules nov., LV-3446",56.49908,21.50137,264427,346199
Bibliotekas,Bunkas pagasta biblioteka,LV-BIB-000457,"Bunkas kulturas nams, Bunka, Bunkas pag., Priekules nov., LV-3446",56.50005,21.49854,264541,346029
Bibliotekas,Bunkas pagasta Krotes biblioteka,LV-BIB-000458,"Krotes pamatskola, Krote, Bunkas pag., Priekules nov., LV-3444",56.54162,21.54459,269064,349028
Bibliotekas,Bunkas pagasta Tadaiķu ciema biblioteka,LV-BIB-011702,"Saules iela 10, Tadaiķi, Bunkas pag., Priekules nov., LV-3446",56.52802,21.417,267838,341128
Kulturvesturiskas vietas,"Burgas plavas ",LV-VIE-000503,"Mežares, Valkas pag., Valkas nov., LV-4701",57.74867,25.94142,402384,615549
Bibliotekas,Burtnieku Ausekla pamatskolas biblioteka,LV-BIB-013270,"Burtnieku Ausekla skola, Burtnieku pag., Burtnieku nov., LV-4206",57.67415,25.26823,393140,575641
Kulturvesturiskas vietas,Burtnieku dzivojama rija,LV-VIE-000751,"Burtnieki, Pilskalns, Belavas pag., Gulbenes nov., LV-4409",57.28603,26.78534,352660,667876
Kulturvesturiskas vietas,Burtnieku evangeliski luteriska baznica un macitajmuiža,LV-VIE-000531,"Macitajmuiža, Burtnieku pag., Burtnieku nov., LV-4206",57.71924,25.30049,398196,577469
Bibliotekas,Burtnieku novada pasvaldibas Burtnieku pagasta biblioteka,LV-BIB-000846,"Jaunatnes iela 15, Burtnieki, Burtnieku pag., Burtnieku nov., LV-4206",57.69432,25.27658,395395,576097
Bibliotekas,Burtnieku novada pasvaldibas eveles pagasta biblioteka,LV-BIB-000824,"Pavuleni, evele, eveles pag., Burtnieku nov., LV-4712",57.69322,25.58227,395657,594320
Bibliotekas,Burtnieku novada pasvaldibas Matisu pagasta biblioteka,LV-BIB-000857,"Skolas iela 22, Matisi, Matisu pag., Burtnieku nov., LV-4210",57.69512,25.15224,395351,568684
Bibliotekas,Burtnieku novada pasvaldibas Rencenu pagasta 1. biblioteka,LV-BIB-000860,"Valmieras iela 13, Renceni, Rencenu pag., Burtnieku nov., LV-4232",57.72982,25.42899,399527,585098
Bibliotekas,Burtnieku novada pasvaldibas Rencenu pagasta 2. biblioteka,LV-BIB-000861,"Kantoris, Lizdeni, Rencenu pag., Burtnieku nov., LV-4232",57.69013,25.42199,395101,584774
Bibliotekas,Burtnieku novada pasvaldibas Valmieras pagasta biblioteka,LV-BIB-000864,"Viestura laukums 1, Valmiermuiža, Valmieras pag., Burtnieku nov., LV-4219",57.55006,25.43568,379527,585920
Bibliotekas,Burtnieku novada pasvaldibas Vecates pagasta biblioteka,LV-BIB-000865,"Kulturas centrs, Vecate, Vecates pag., Burtnieku nov., LV-4211",57.79434,25.13346,406377,567380
Makslinieciskie kolektivi,"Burtnieku pagasta 3-5 g.v. bernu deju kolektivs ""Ķipari""",LV-KOLEKTIVS-015503,"Jaunatnes iela 15, Burtnieki, Burtnieku pag., Burtnieku nov., LV-4206",57.69432,25.27658,395395,576097
Makslinieciskie kolektivi,Burtnieku pagasta bernu vokalais ansamblis,LV-KOLEKTIVS-013559,"Jaunatnes iela 15, Burtnieki, Burtnieku pag., Burtnieku nov., LV-4206",57.69432,25.27658,395395,576097
Kulturas centri,Burtnieku pagasta kulturas centrs,LV-NAMS-001945,"Jaunatnes iela 15, Burtnieki, Burtnieku pag., Burtnieku nov., LV-4206",57.69432,25.27658,395395,576097
Makslinieciskie kolektivi,Burtnieku pagasta kulturas nama sieviesu vokalais ansamblis,LV-KOLEKTIVS-015506,"Jaunatnes iela 15, Burtnieki, Burtnieku pag., Burtnieku nov., LV-4206",57.69432,25.27658,395395,576097
Makslinieciskie kolektivi,"Burtnieku pagasta linijdejotaju grupa ""Jautras burtniecietes""",LV-KOLEKTIVS-013560,"Jaunatnes iela 15, Burtnieki, Burtnieku pag., Burtnieku nov., LV-4206",57.69432,25.27658,395395,576097
Makslinieciskie kolektivi,"Burtnieku pagasta linijdejotaju grupa seniorem ""Rudens rozes""",LV-KOLEKTIVS-013561,"Jaunatnes iela 15, Burtnieki, Burtnieku pag., Burtnieku nov., LV-4206",57.69432,25.27658,395395,576097
Kulturvesturiskas vietas,Burtnieku pilsmuiža,LV-VIE-000532,"Burtnieku muiža, Burtnieku pag., Burtnieku nov., LV-4206",57.69335,25.26026,395269,575126
Kulturvesturiskas vietas,Burtnieku veco kapu kaplica,LV-VIE-001192,"Veca kapseta, Burtnieku pag., Burtnieku nov., LV-4206",57.71407,25.302,397622,577570
Kulturvesturiskas vietas,Burtnieku viduslaiku pilsdrupas,LV-VIE-001191,"Burtnieku muiža, Burtnieku pag., Burtnieku nov., LV-4206",57.69335,25.26026,395269,575126
Kulturvesturiskas vietas,Buses Baznicas kalns,LV-VIE-000894,"Buses, Matkules pag., Kandavas nov., LV-3132",56.99317,22.61156,317483,415643
Kulturvesturiskas vietas,Buses pilskalna 1. un 2.bedrisakmeni,LV-VIE-000895,"Buses, Matkules pag., Kandavas nov., LV-3132",56.99317,22.61156,317483,415643
Kulturvesturiskas vietas,Buses pilskalna 3.bedrisakmens,LV-VIE-000897,"Buses, Matkules pag., Kandavas nov., LV-3132",56.99317,22.61156,317483,415643
Amatu prasmes,Buvgaldnieks un namdaris Aigars Dzerkalis,LV-PRS-000091,"Z/S ""Krusti"", Lielie Klapari, Varkavas pag., Varkavas nov. LV - 5337",,,,
Kulturvesturiskas vietas,"Buvuznemeja J.V.Riges dzivojama maja ",LV-VIE-000141,"Krisjana Valdemara iela 16, Liepaja, LV-3401",56.50711,21.00649,266538,315786
Kulturvesturiskas vietas,Buvuznemeja J.V.Riges dzivojama maja [Dublejas],LV-VIE-000134,"Krisjana Valdemara iela 16, Liepaja, LV-3401",56.50711,21.00649,266538,315786
Kulturvesturiskas vietas,Buvuznemeja J.V.Riges dzivojama maja ar biroja telpam,LV-VIE-000140,"Krisjana Valdemara iela 14, Liepaja, LV-3401",56.50729,21.00657,266557,315792
Arhitekturas gada balva,Cabot birojs,LV-ARHITEKT-000068,"Mukusalas iela 101, Riga, LV-1004",56.91487,24.1197,307917,507288
Makslinieciskie kolektivi,"Carnikavas damu deju grupa ""Gaujmalietes""",LV-KOLEKTIVS-015223,"Juras iela 1A, Carnikava, Carnikavas nov., LV-2163",57.12932,24.2762,331815,516720
Makslinieciskie kolektivi,"Carnikavas kamerkoris ""Veja Balss""",LV-KOLEKTIVS-016317,"Juras iela 1A, Carnikava, Carnikavas nov., LV-2163",57.12932,24.2762,331815,516720
Kulturizglitibas iestades,Carnikavas Muzikas un makslas skola,LV-IZGLITIBA-012346,"Juras iela 4, Carnikava, Carnikavas nov., LV-2163",57.12969,24.27184,331856,516456
Makslinieciskie kolektivi,"Carnikavas novada amatierteatris ""Nagla""",LV-KOLEKTIVS-012292,"Juras iela 1A, Carnikava, Carnikavas nov., LV-2163",57.12932,24.2762,331815,516720
Makslinieciskie kolektivi,"Carnikavas novada bernu tautas deju kolektivs ""Dalderitis""",LV-KOLEKTIVS-015219,"Juras iela 1A, Carnikava, Carnikavas nov., LV-2163",57.12932,24.2762,331815,516720
Makslinieciskie kolektivi,"Carnikavas novada bernu vokala grupa ""Juras Zaķi""",LV-KOLEKTIVS-015222,"Juras iela 1A, Carnikava, Carnikavas nov., LV-2163",57.12932,24.2762,331815,516720
Bibliotekas,Carnikavas novada biblioteka,LV-BIB-000695,"Juras iela 1A, Carnikava, Carnikavas nov., LV-2163",57.12932,24.2762,331815,516720
Makslinieciskie kolektivi,"Carnikavas novada folkloras kopa ""Celaji""",LV-KOLEKTIVS-016843,"Juras iela 1A, Carnikava, Carnikavas nov., LV-2163",57.12932,24.2762,331815,516720
Makslinieciskie kolektivi,"Carnikavas novada improvizacijas teatris ""PLIT""",LV-KOLEKTIVS-016844,"Juras iela 1A, Carnikava, Carnikavas nov., LV-2163",57.12932,24.2762,331815,516720
Makslinieciskie kolektivi,"Carnikavas novada jauniesu deju kolektivs ""Abi divi""",LV-KOLEKTIVS-011457,"Juras iela 1A, Carnikava, Carnikavas nov., LV-2163",57.12932,24.2762,331815,516720
Makslinieciskie kolektivi,"Carnikavas novada senioru deju kopa ""Tacis""",LV-KOLEKTIVS-015220,"Juras iela 1A, Carnikava, Carnikavas nov., LV-2163",57.12932,24.2762,331815,516720
Makslinieciskie kolektivi,"Carnikavas novada sieviesu koris ""Undine""",LV-KOLEKTIVS-011422,"Juras iela 1A, Carnikava, Carnikavas nov., LV-2163",57.12932,24.2762,331815,516720
Makslinieciskie kolektivi,"Carnikavas novada Tautas lietisķas makslas studija ""Auseklitis""",LV-KOLEKTIVS-010593,"Juras iela 1A, Carnikava, Carnikavas nov., LV-2163",57.12932,24.2762,331815,516720
Makslinieciskie kolektivi,"Carnikavas novada telotajmakslas studija ""Triepiens""",LV-KOLEKTIVS-015221,"Juras iela 1A, Carnikava, Carnikavas nov., LV-2163",57.12932,24.2762,331815,516720
Makslinieciskie kolektivi,"Carnikavas novada videjas paaudzes deju kolektivs ""Arnika""",LV-KOLEKTIVS-011450,"Juras iela 1A, Carnikava, Carnikavas nov., LV-2163",57.12932,24.2762,331815,516720
Makslinieciskie kolektivi,"Carnikavas novada vokali instrumentala grupa ""Piloti""",LV-KOLEKTIVS-015225,"Juras iela 1A, Carnikava, Carnikavas nov., LV-2163",57.12932,24.2762,331815,516720
Bibliotekas,Carnikavas pamatskolas biblioteka,LV-BIB-013113,"Nakotnes iela 1, Carnikava, Carnikavas nov., LV-2163",57.12889,24.27181,331766,516455
Kulturas centri,"Carnikavas tautas nams ""Ozolaine""",LV-NAMS-001857,"Juras iela 1A, Carnikava, Carnikavas nov., LV-2163",57.12932,24.2762,331815,516720
Makslinieciskie kolektivi,"CATA kulturas nama linijdeju grupa ""Wendendance""",LV-KOLEKTIVS-014705,"Jana Poruka iela 8, Cesis, Cesu nov., LV-4101",57.31459,25.28868,353140,577620
Makslinieciskie kolektivi,"Ceraukstes pagasta bernu vokalais ansamblis ""Sakumins""",LV-KOLEKTIVS-015847,"Tautas nams, Ceraukste, Ceraukstes pag., Bauskas nov., LV-3908",56.36147,24.28109,246348,517367
Bibliotekas,Ceraukstes pagasta Ceraukstes biblioteka,LV-BIB-000179,"Tautas nams, Ceraukste, Ceraukstes pag., Bauskas nov., LV-3908",56.36147,24.28109,246348,517367
Bibliotekas,Ceraukstes pagasta Musas biblioteka,LV-BIB-000180,"Centra iela 6, Musa, Ceraukstes pag., Bauskas nov., LV-3901",56.39537,24.23619,250111,514580
Makslinieciskie kolektivi,"Ceraukstes pagasta videjas paaudzes deju kolektivs ""Dzirnavnieki""",LV-KOLEKTIVS-015848,"Tautas nams, Ceraukste, Ceraukstes pag., Bauskas nov., LV-3908",56.36147,24.28109,246348,517367
Makslinieciskie kolektivi,"Ceraukstes Tautas nama folkloras kopa ""Laukam pari""",LV-KOLEKTIVS-011316,"Tautas nams, Ceraukste, Ceraukstes pag., Bauskas nov., LV-3908",56.36147,24.28109,246348,517367
Makslinieciskie kolektivi,"Ceraukstes Tautas nama senioru deju grupa ""Sendienas""",LV-KOLEKTIVS-015845,"Tautas nams, Ceraukste, Ceraukstes pag., Bauskas nov., LV-3908",56.36147,24.28109,246348,517367
Kulturas centri,Ceraukstes tautas nams,LV-NAMS-011076,"Tautas nams, Ceraukste, Ceraukstes pag., Bauskas nov., LV-3908",56.36147,24.28109,246348,517367
Pasakumu norisu vietas,Ceres estrade,LV-VIETA-010947,"Cere, Ceres pag., Kandavas nov.",57.10843,22.87145,330021,431644
Kulturas centri,Ceres kulturas nams,LV-NAMS-012506,"Skolas iela 1, Cere, Ceres pag., Kandavas nov., LV-3122",57.10814,22.86756,329993,431408
